,Year,Country,Activity,Age,Species ,Sex,Species
3590,1966,AUSTRALIA,Spearfishing,30,"Wobbegong shark, 5' ",M,"Wobbegong shark, 5' "
3592,1966,SOUTH AFRICA,Standing,16,1.5 m to 1.8 m [5' to 6'] Zambesi shark,M,1.5 m to 1.8 m [5' to 6'] Zambesi shark
3593,1966,AUSTRALIA,Jumped into the water,43,76 cm [2.5'] carpet shark,M,76 cm [2.5'] carpet shark
3594,1966,SOUTH AFRICA,Body surfing,15,"1.8 m to 2 m [6' to 6'9""] shark",M,"1.8 m to 2 m [6' to 6'9""] shark"
3596,1966,USA,Swimming,35,Hammerhead shark,M,Hammerhead shark
3597,1966,USA,Walking,15,Shark involvement not confirmed,F,Shark involvement not confirmed
3598,1965,AUSTRALIA,"Spearfishing, but standing in knee-deep water",40,1.8 m [6'] carpet shark,M,1.8 m [6'] carpet shark
3601,1965,AUSTRALIA,Fishing from 34' boat when pulled overboard by hooked shark,43,4.6 m [15'] shark,M,4.6 m [15'] shark
3604,1965,AUSTRALIA,Surfing,24,"Grey nurse shark, 2.4 m [8'] ",M,"Grey nurse shark, 2.4 m [8'] "
3606,1965,BAHAMAS,Sunbathing on beach when he saw child being attacked by the shark,32,"1.8 m [6'], 180-lb shark",M,"1.8 m [6'], 180-lb shark"
3608,1965,NEW BRITAIN,"Spearfishing, shot a turtle",15,2 sharks involved,M,2 sharks involved
3618,1965,USA,Wading,6,Questionable incident,M,Questionable incident
3629,1965,USA,Surfing,19,Invalid,M,Invalid
3630,1965,USA,Spearfishing,28,"White shark, 10' to 12' ",M,"White shark, 10' to 12' "
3631,1965,PALAU,Walking on reef,8,"Tiger shark, tooth fragment recovered",M,"Tiger shark, tooth fragment recovered"
3632,1965,USA,Paddling on surfboard,17,Blacktip or spinner shark,M,Blacktip or spinner shark
3634,1965,USA,Free diving,16,Mako shark,M,Mako shark
3635,1965,SOUTH AFRICA,Treading water,25,"1.8 m [6'], 136-kg [300-lb] shark ",M,"1.8 m [6'], 136-kg [300-lb] shark "
3636,1965,USA,Scuba diving,18,1.2 m [4'] shark,M,1.2 m [4'] shark
3637,1965,USA,Motor boat Rebel Belle lost,21,Shark involvement prior to death was not confirmed,M,Shark involvement prior to death was not confirmed
3638,1965,SOUTH AFRICA,Paddling rescue ski,22,"White shark, 3.7 m [12'] ",M,"White shark, 3.7 m [12'] "
3641,1965,NEW GUINEA,Free diving,30,4.9 m [16'] whaler,M,4.9 m [16'] whaler
3649,1964,SOUTH AFRICA,Swimming,19,Raggedtooth shark ,M,Raggedtooth shark 
3652,1964,PAPUA NEW GUINEA,"Canoe swamped, swimming back to canoe",28,2.1 m [7'] shark,M,2.1 m [7'] shark
3654,1964,AUSTRALIA,Free diving with seals,25,"White shark, 2.4 m [8'] ",M,"White shark, 2.4 m [8'] "
3656,1964,AUSTRALIA,"Filming underwater, carrying powerhead",25,"White shark, 2.7 m [9'1""], 750-lb ",M,"White shark, 2.7 m [9'1""], 750-lb "
3660,1964,AUSTRALIA,"Surfing, but swimming to his board",19,"Grey nurse shark, 1.8 m [6']",M,"Grey nurse shark, 1.8 m [6']"
3663,1964,TAIWAN,Swimming,20,1.8 m [6'] shark,M,1.8 m [6'] shark
3665,1964,MEXICO,Floating on his back in an inner tube,19,1.8 to 2.4 m [6' to 8'] shark,M,1.8 to 2.4 m [6' to 8'] shark
3666,1964,USA,Spearfishing / free diving,18,Invalid,M,Invalid
3668,1964,USA,Spearfishing using scuba,28,Hammerhead shark,M,Hammerhead shark
3670,1964,PANAMA,Free diving / Spearfishingat edge of reef,21,Less than 1.2 m [4'],M,Less than 1.2 m [4']
3672,1964,SOUTH AFRICA,Searching for remains of  Dr. Marais,30,Zambesi shark,M,Zambesi shark
3679,1964,USA,Attempting to swim across the Atlantic Ocean,29,Shark involvement prior to death was not confirmed,F,Shark involvement prior to death was not confirmed
3683,1964,SOUTH AFRICA,Swimming,40,Shark involvement prior to death was not confirmed,M,Shark involvement prior to death was not confirmed
3684,1964,PANAMA,Standing,47,Lemon shark ,M,Lemon shark 
3685,1964,FIJI,Spearfishing,35,Tiger shark,M,Tiger shark
3686,1964,PANAMA,Skin diving,13,1.8 m [6'] shark,M,1.8 m [6'] shark
3688,1964,AUSTRALIA,Surfing,19,1.8 m [6'] shark,M,1.8 m [6'] shark
3690,1964,USA,Skin diving ,38,1.7 m [5.5'] shark,M,1.7 m [5.5'] shark
3696,1964,NEW ZEALAND,Spearfishing,26,"White shark, 3 m [10'] ",M,"White shark, 3 m [10'] "
3697,1964,SOUTH AFRICA,Body boarding,25,"White shark, 1.5 m [5'] k",M,"White shark, 1.5 m [5'] k"
3699,1964,NEW ZEALAND,Swimming,19,"White shark, 3 m to 3.7 m [10' to 12'] ",M,"White shark, 3 m to 3.7 m [10' to 12'] "
3700,1964,AUSTRALIA,Swimming,23,Shark involvement prior to death was not confirmed,M,Shark involvement prior to death was not confirmed
3702,1964,USA,Floating,12,Hammerhead shark,M,Hammerhead shark
3709,1964,USA,Spearfishing / Scuba diving (at surface),21,White shark (tooth fragment recovered),M,White shark (tooth fragment recovered)
3715,1963,SOUTH AFRICA,Standing,20,"Zambesi shark, 1.8 m [6'] ",F,"Zambesi shark, 1.8 m [6'] "
3716,1963,SOUTH AFRICA,Swimming ,24,1.8 m [6']  shark,M,1.8 m [6']  shark
3720,1963,SOUTH AFRICA,Helping friend land hooked shark,13,"Dusky shark, 1 m ",M,"Dusky shark, 1 m "
3723,1963,SOUTH AFRICA,Splashing in surf,15,300- to 400-lb Zambesi shark,M,300- to 400-lb Zambesi shark
3724,1963,AUSTRALIA,Spearfishing,23,White shark,M,White shark
3725,1963,NEW BRITAIN,Spearfishing,22,Tiger shark,M,Tiger shark
3726,1963,NEW ZEALAND,Treading water while alongside capsized yacht,20,Possibly a broadnose 7-gill shark,M,Possibly a broadnose 7-gill shark
3727,1963,PAPUA NEW GUINEA,Fishing / standing in waist deep water,18,Tiger shark,F,Tiger shark
3728,1963,FIJI,Fishing,21,>1.2 m [4'] tiger shark,F,>1.2 m [4'] tiger shark
3734,1963,PALAU,Fishing,35,Dooley believed his Injury was caused by stingray (Dasyatidae family),M,Dooley believed his Injury was caused by stingray (Dasyatidae family)
3735,1963,USA,"Surf fishing, wading ",28,500-lb shark,M,500-lb shark
3739,1963,SOLOMON ISLANDS,Spearing fish,30,5.5 m [18'] shark,M,5.5 m [18'] shark
3740,1963,AUSTRALIA,Surfing,18,1.5 m [5'] shark,M,1.5 m [5'] shark
3741,1963,USA,"Spearfishing, pulled shark’s tail",16,"Nurse shark, 1.2 m [4'] ",M,"Nurse shark, 1.2 m [4'] "
3743,1963,FEDERATED STATES OF MICRONESIA,Spearfishing,26,Tiger shark,M,Tiger shark
3745,1963,USA,"Fishing, on charter boat Silver Dollar",24,1.2 m [4'] shark,M,1.2 m [4'] shark
3748,1963,GREECE,Swimming,42,"White shark, 3 m ",F,"White shark, 3 m "
3749,1963,PAPUA NEW GUINEA,Fishing,30,1.8 m [6'] shark,M,1.8 m [6'] shark
3753,1963,USA,Swimming,25,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis",M,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis"
3755,1963,AUSTRALIA,"Surfing on ""chest board"" (boogie board?)",25,1.8 m to 2.4 m  [6' to 8'] shark,M,1.8 m to 2.4 m  [6' to 8'] shark
3756,1963,USA,Surfing ,15,3.7 to 4.5 m [12' to 15'] shark seen in vicinity,M,3.7 to 4.5 m [12' to 15'] shark seen in vicinity
3760,1963,AUSTRALIA,Spearfishing,18,"Bronze whaler shark, 3 m [10'] ",M,"Bronze whaler shark, 3 m [10'] "
3761,1963,FIJI,Spearfishing,28,"White shark, 2.1 m [7'] ",M,"White shark, 2.1 m [7'] "
3765,1963,AUSTRALIA,Wading,32,"Tooth fragments of “whaler” shark were recovered, a bull shark, according to Edwards",F,"Tooth fragments of “whaler” shark were recovered, a bull shark, according to Edwards"
3766,1963,AUSTRALIA,Swimming,25,Shark involvement prior to death was not confirmed,M,Shark involvement prior to death was not confirmed
3770,1963,SOUTH AFRICA,"Free diving, hunting crayfish",27,1 m shark,M,1 m shark
3771,1963,SOUTH AFRICA,Spearfishing,24,"Zambesi shark, 2 m [6'9""] ",M,"Zambesi shark, 2 m [6'9""] "
3777,1962,AUSTRALIA,Spearfishing,16,"White shark, 4.3 m [14'] (or bronze whaler)",M,"White shark, 4.3 m [14'] (or bronze whaler)"
3779,1962,AUSTRALIA,"Spearfishing, Scuba diving",26,3 m [10'] shark,M,3 m [10'] shark
3781,1962,USA,Spearfishing / Scuba diving (at surface),24,"White shark, 4.3 m to 4.9m [14' to 16']",M,"White shark, 4.3 m to 4.9m [14' to 16']"
3785,1962,MEXICO,Wading,32,2.7 m [9'] shark,M,2.7 m [9'] shark
3788,1962,USA,"Overcome by CO fumes, fell overboard from 36' fishing cruiser & prop slashed arm",43,Shark involvement prior to death was not confirmed,F,Shark involvement prior to death was not confirmed
3790,1962,BRITISH WEST INDIES,Spearfishing,24," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] ",M," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] "
3793,1962,ITALY,Spearfishing with Scuba gear,28,White shark,M,White shark
3796,1962,PAPUA NEW GUINEA,Fishing,49,"""A long thin brown-colored shark""",M,"""A long thin brown-colored shark"""
3797,1962,USA,Diving for abalone,39,"Horn shar,k Heterodontus francisci, 1.2 m [4'] ",M,"Horn shar,k Heterodontus francisci, 1.2 m [4'] "
3800,1962,USA,Surf fishing in waist-deep water,40,Unknown,M,Unknown
3801,1962,USA,Standing,24,1.8 m [6'] shark,M,1.8 m [6'] shark
3804,1962,SENEGAL,Beach seine netting,23,3.5 m shark,M,3.5 m shark
3805,1962,USA,Standing,21,1.8 m to 2.4 m [6' to 8'] shark,M,1.8 m to 2.4 m [6' to 8'] shark
3806,1962,MADAGASCAR,Finning the shark,20,"2 m [6'9""] shark",M,"2 m [6'9""] shark"
3807,1962,USA,Fishing for albacore,19,Blue shark,M,Blue shark
3813,1962,USA,Rolled off raft,11,1.8 m [6'] shark,M,1.8 m [6'] shark
3820,1962,USA,"Scuba diving, attempting to catch a captive shark",55," Sevengill  shark, 1.2 m [4'] ",M," Sevengill  shark, 1.2 m [4'] "
3827,1962,SOUTH AFRICA,Wading,13,"Zambesi shark, 1.2 m [4'] ",M,"Zambesi shark, 1.2 m [4'] "
3831,1962,PAPUA NEW GUINEA,Swimming,10,Possibly a bronze whaler shark,M,Possibly a bronze whaler shark
3833,1962,NEW ZEALAND,Swimming,15,1.8 m [6'] shark,M,1.8 m [6'] shark
3836,1962,SOUTH AFRICA,Treading water,13,"White shark, 3 m ",M,"White shark, 3 m "
3837,1962,AUSTRALIA,Swimming,35,60 cm  shark ,M,60 cm  shark 
3840,1962,NEW ZEALAND,Splashing ,18,1.5 m [5'] shark,M,1.5 m [5'] shark
3842,1962,AUSTRALIA,Spearfishing,19,"Bronze whaler shark,  3m [10'] ",M,"Bronze whaler shark,  3m [10'] "
3843,1962,SOUTH AFRICA,"Fishing, slipped on rocks & fell into sea",40,Shark involvement prior to death was not confirmed,M,Shark involvement prior to death was not confirmed
3846,1962,USA,Spearfishing / Scuba diving (at surface),29,"White shark, 4 m [13'] ",M,"White shark, 4 m [13'] "
3848,1962,AUSTRALIA,Surfing,19,"Bronze whaler shark, 2.1 m [7'] shark",M,"Bronze whaler shark, 2.1 m [7'] shark"
3850,1962,PAPUA NEW GUINEA,Spearfishing,24,White shark,M,White shark
3851,1962,NEW ZEALAND,Surf fishing,54,"36""  shark",F,"36""  shark"
3853,1962,AUSTRALIA,Swimming,25,Shark involvement prior to death was not confirmed,M,Shark involvement prior to death was not confirmed
3858,1962,MARSHALL ISLANDS,Fishing with hand net in 2' of water,57,1.8 m [6'] shark,M,1.8 m [6'] shark
3862,1961,AUSTRALIA,Standing,18,3 m [10'] shark,F,3 m [10'] shark
3863,1961,AUSTRALIA,Standing,24,3 m [10'] shark,M,3 m [10'] shark
3864,1961,SOUTH AFRICA,Treading water,18,Zambesi shark,M,Zambesi shark
3865,1961,AUSTRALIA,Spearfishing,23,"Grey nurse shark, 2.4 m [8'] ",M,"Grey nurse shark, 2.4 m [8'] "
3868,1961,AUSTRALIA,"Surfing, pushing board ashore",22,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut,M,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut
3869,1961,AUSTRALIA,Swimming with other crew near wharf,17,1.8 m [6'] shark,M,1.8 m [6'] shark
3872,1961,USA,Swimming,45,Shark involvement prior to death was not confirmed,M,Shark involvement prior to death was not confirmed
3876,1961,CROATIA,Swimming,19,White shark,M,White shark
3878,1961,MID ATLANTIC OCEAN,"Survived US Naval aircraft crash, climbing onboard rescue vessel when he fell back into sea ",22,"Oceanic whitetip shar,; identified by Dr. W.C. Schoeder on photograph & Dr. L.P. L. Schultz on sketch by observer",M,"Oceanic whitetip shar,; identified by Dr. W.C. Schoeder on photograph & Dr. L.P. L. Schultz on sketch by observer"
3882,1961,USA,Swimming,16,"White shark, 4 m [13'] ",M,"White shark, 4 m [13'] "
3883,1961,USA,Wading,19,White shark,M,White shark
3884,1961,BERMUDA,Spearfishing,22,"Blacktip shark, 1.8 m to 2.1 m [6' to 7'] ",M,"Blacktip shark, 1.8 m to 2.1 m [6' to 7'] "
3885,1961,USA,"Net fishing, picking catch from the net",38,2.4 m [8'] shark,M,2.4 m [8'] shark
3887,1961,USA,Spearfishing,57,"43"" shark",M,"43"" shark"
3890,1961,ITALY,Spearfishing,21,"White shark, 4.5 m ",M,"White shark, 4.5 m "
3896,1961,PAPUA NEW GUINEA,"Fishing, speared shark upset canoe & man fell in water",19,2.7 m [9']shark,M,2.7 m [9']shark
3897,1961,USA,Free diving for abalone,20,White shark,M,White shark
3899,1961,USA,Walking in chest-deep water,52,"Hammerhead shark, 500-llb ",M,"Hammerhead shark, 500-llb "
3901,1961,USA,Splashing ,10,Shark involvement not confirmed,M,Shark involvement not confirmed
3903,1961,MOZAMBIQUE,Swimming,37,Zambesi shark,M,Zambesi shark
3905,1961,USA,Spearfishing,22,"Tiger shark, 3 m [10']",M,"Tiger shark, 3 m [10']"
3906,1961,AUSTRALIA,Spearfishing,21,"Wobbegong shark, O. barbatus,  1.8 m [6'], identified by G.P. Whitley",M,"Wobbegong shark, O. barbatus,  1.8 m [6'], identified by G.P. Whitley"
3907,1961,AUSTRALIA,"Checking fish traps, fell into the water",40," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']",M," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']"
3908,1961,MOZAMBIQUE,"Swimming, using bundles of sticks as raft",38,Zambesi shark,M,Zambesi shark
3910,1961,AUSTRALIA,Spearfishing,24,"Grey nurse shark, 2,7 m [9'], 200-lb ",M,"Grey nurse shark, 2,7 m [9'], 200-lb "
3912,1961,AUSTRALIA,Spearfishing,24,"Bronze whaler shark, 2.4 m [8'] Identified by Clyde Buttery",M,"Bronze whaler shark, 2.4 m [8'] Identified by Clyde Buttery"
3913,1961,AUSTRALIA,Swimming,24,3 m [10'] shark,M,3 m [10'] shark
3915,1961,AUSTRALIA,Spearfishing,21,"White shark, 3.7 m [12'] ",M,"White shark, 3.7 m [12'] "
3916,1961,NORTH PACIFIC OCEAN,Free diving,33,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart",M,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart"
3917,1961,SOUTH AFRICA,Fishing,44,"Zambesi shark, 4'9""",M,"Zambesi shark, 4'9"""
3922,1961,SOUTH AFRICA,"Spearfishing, shark grabbed his white t-shirt and towed him ",27,1.5 m [5'] shark,M,1.5 m [5'] shark
3923,1961,SOUTH AFRICA,Swimming,14,"2.1 m [7'], 90-kg shark",M,"2.1 m [7'], 90-kg shark"
3927,1961,SOUTH AFRICA,Swimming,15,White shark,M,White shark
3928,1961,AUSTRALIA,Collecting aquarium specimens,27,"Wobbegong shark, 1.5 m [5'] ",M,"Wobbegong shark, 1.5 m [5'] "
3929,1961,SOUTH AFRICA,Standing,13,"White shark, based on bite pattern",M,"White shark, based on bite pattern"
3939,1961,SENEGAL,Free diving for molluscs,20,> 3 m shark,M,> 3 m shark
3943,1960,SOUTH AFRICA,Swimming,25,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark",M,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark"
3944,1960,AUSTRALIA,"Fishing, when line became snagged on rock & he dived into water to free it ",33,"Grey nurse shark, 1m ",M,"Grey nurse shark, 1m "
3946,1960,AUSTRALIA,Swimming,41,3' shark,M,3' shark
3947,1960,USA,"Fell overboard, prop slashed arm",51,Shark involvement prior to death was not confirmed,F,Shark involvement prior to death was not confirmed
3949,1960,AUSTRALIA,"Spearfishing, speared fish retreated to cave where shark grabbed his arm",24,"Wobbegong shark, 1.8 m [6'] ",M,"Wobbegong shark, 1.8 m [6'] "
3955,1960,AUSTRALIA,Fishing,24,Shark involvement not confirmed,M,Shark involvement not confirmed
3960,1960,JOHNSTON ISLAND,"Free diving / photography, kneeling on sand",37,Invalid,M,Invalid
3974,1960,USA,Holding shark on leader & dangling it above the water,15,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer",M,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer"
3975,1960,ENGLAND,Helping angler land a shark,25,80-lb hooked shark,M,80-lb hooked shark
3976,1960,USA,"Fishing, Struck by another shark when removing shark from line",46,2.4 m [8'] shark,M,2.4 m [8'] shark
3980,1960,USA,"Fishing, tossing netted shark onboard",41,"""sand shark""",M,"""sand shark"""
3984,1960,NORTH SEA,Fishing,18,"""A small shark""",M,"""A small shark"""
3985,1960,USA,Scuba diving,39,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth",M,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth"
3990,1960,BERMUDA,Free diving but treading water at surface,25,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered",M,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered"
3991,1960,USA,Swimming ,16,"White shark, 4 m to 5 m [13' to 16.5'] ",F,"White shark, 4 m to 5 m [13' to 16.5'] "
3994,1960,SOUTH AFRICA,Treading water,16,"White shark, 2.1 m [7']  based on tooth pattern",M,"White shark, 2.1 m [7']  based on tooth pattern"
3995,1960,USA,Skindiving for abalone (but at surface),48,"White shark, 4.9 m [16'] ",M,"White shark, 4.9 m [16'] "
3999,1960,AUSTRALIA,Surfing,17,"White shark, 3.7 m [12'] ",M,"White shark, 3.7 m [12'] "
4007,1960,USA,Treading water,42,"1.2 m [4'], possibly  larger shark",M,"1.2 m [4'], possibly  larger shark"
4008,1960,GUAM,"Spearfishing, carrying fish on belt",44,1.2 m [4'] shark,M,1.2 m [4'] shark
4010,1960,NEW ZEALAND,Spearfishing,22,"Bronze whaler shark,4 m [13'] ",M,"Bronze whaler shark,4 m [13'] "
4011,1960,USA,Spearfishing,36,"According to Benjamin, the injury was inflicted by a barracuda, not a shark",M,"According to Benjamin, the injury was inflicted by a barracuda, not a shark"
4013,1960,PAPUA NEW GUINEA,Spearfishing,26,"Tiger shark, 3.4 m [11'] captured",M,"Tiger shark, 3.4 m [11'] captured"
4015,1960,AUSTRALIA,Spearfishing,20,"Grey nurse shark, 2.9 m [9'6""] ",M,"Grey nurse shark, 2.9 m [9'6""] "
4020,1960,AUSTRALIA,Free diving,13,Bull shark,M,Bull shark
4043,1959,AUSTRALIA,Body surfing,19,3.5 m [11.5'] shark,M,3.5 m [11.5'] shark
4044,1959,AUSTRALIA,Standing in chest-deep water,17,"""a small shark""",M,"""a small shark"""
4045,1959,AUSTRALIA,Trailing the field in a surf race,19,3 m to 4.3 m [10' to 14'] shark,M,3 m to 4.3 m [10' to 14'] shark
4049,1959,USA,Swimming at surface through school of feeding 2.5' to 5’ sharks,21,"Blue shark, 1.5 m [5'] ",M,"Blue shark, 1.5 m [5'] "
4054,1959,USA,Diving for abalone,30,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks",M,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks"
4056,1959,FIJI,Spearfishing,36,"Tiger shark, 1.8 m [6']",M,"Tiger shark, 1.8 m [6']"
4059,1959,USA,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",30,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved",M,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved"
4068,1959,PHILIPPINES,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,10,Shark involvement prior to death was not confirmed,M,Shark involvement prior to death was not confirmed
4069,1959,USA,Diving,21,Invalid,M,Invalid
4070,1959,USA,Spearfishing on Scuba,26,3.7 m [12'] shark,M,3.7 m [12'] shark
4073,1959,USA,"Spearfishing with Joe Turner (24). Shark attracted to speared halibut on belt of one diver, tried to bite Ide’s speargun & he shot it in the mouth",32,"Hammerhead shark, 9' ",M,"Hammerhead shark, 9' "
4080,1959,USA,Spearfishing (but on surface),25,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description",M,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description"
4086,1959,USA,Free diving,13,"Nurse shark, 60 cm [24""], identified by Dr. L.P. L. Schultz on photograph",M,"Nurse shark, 60 cm [24""], identified by Dr. L.P. L. Schultz on photograph"
4091,1959,USA,Free diving for abalone,33,"Reported to involve a White shark, 6 m to 7m [20' to 23'] ",M,"Reported to involve a White shark, 6 m to 7m [20' to 23'] "
4093,1959,SOUTH AFRICA,Spearfishing,23,"White shark, 2.7 m [9'], 280-lb ",M,"White shark, 2.7 m [9'], 280-lb "
4095,1959,USA,Treading water,18,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks",M,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks"
4096,1959,USA,Spearfishing,19,"Tiger shark, 3.7 m [12']",M,"Tiger shark, 3.7 m [12']"
4098,1959,AUSTRALIA,Spearfishing,22,Questionable incident,M,Questionable incident
4099,1959,AUSTRALIA,Diving for pearl shell,43,"Tiger shark, 1.8 m [6'] ",M,"Tiger shark, 1.8 m [6'] "
4110,1959,SOUTH AFRICA,Treading water,14,1.8 to 2.1 m [6' to 7'] shark,M,1.8 to 2.1 m [6' to 7'] shark
4111,1959,AUSTRALIA,Working prawn net,20,"Grey nurse shark, 1.8 m [6']",M,"Grey nurse shark, 1.8 m [6']"
4112,1959,ECUADOR,Washed overboard into school of fish,57,Bitten by several 1.8 m [6'] sharks,M,Bitten by several 1.8 m [6'] sharks
4114,1959,AUSTRALIA,In deep water about 100 yards from his ship,22,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] ,M,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] 
4115,1959,AUSTRALIA,"Surfing, but treading water",17,1.8 m [6'] shark,M,1.8 m [6'] shark
4116,1959,SOUTH AFRICA,Swimming,18,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness",M,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness"
4130,1958,USA,Surfing on air mattress,15,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] ",M,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] "
4131,1958,AMERICAN SAMOA,Cleaning hull of ship ,22,Tiger shark,M,Tiger shark
4132,1958,AUSTRALIA,Swimming,21,12' shark,M,12' shark
4140,1958,ANDAMAN / NICOBAR ISLANDAS,"""Climbing up to ship after repairing the stern in water""",32,Blue shark,M,Blue shark
4141,1958,BAHAMAS,Fishing,42,200-lb shark,M,200-lb shark
4146,1958,USA,"Swimming, ducking for shells in water 0.9 m deep",12,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",M,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] "
4147,1958,USA,"Swimming, ducking for shells in water 0.9 m deep",8,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",M,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] "
4151,1958,PACIFIC OCEAN,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,31,Sharks averaged 1.8 m [6'] in length,M,Sharks averaged 1.8 m [6'] in length
4152,1958,USA,Free diving,20,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark",M,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark"
4154,1958,BAHAMAS,"Spearfishing, had fish on his spear",36,"Tiger shark, <2 m TL",M,"Tiger shark, <2 m TL"
4156,1958,USA,Wading,59,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions",M,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions"
4157,1958,USA,Walking,17,Tiger shark?,M,Tiger shark?
4161,1958,USA,Free diving,29,"Nurse shark, 1.5 m [5'] ",M,"Nurse shark, 1.5 m [5'] "
4162,1958,TAIWAN,Diving,29,"Mako shark, 100-kg [221-lb] ",M,"Mako shark, 100-kg [221-lb] "
4163,1958,SOUTH AFRICA,Paddling in knee-deep water,28,3 m [10'] shark,F,3 m [10'] shark
4164,1958,SOUTH AFRICA,Swimming with goggles,29,3 m [10'] shark,M,3 m [10'] shark
4166,1958,AUSTRALIA,Spearfishing,21,Shark involvement prior to death was not confirmed,M,Shark involvement prior to death was not confirmed
4167,1958,USA,Spearfishing on Scuba,18,"Nurse shark, 1.5 m [5'] ",M,"Nurse shark, 1.5 m [5'] "
4169,1958,AUSTRALIA,Body surfing,14,6' shark,M,6' shark
4182,1957,SOUTH AFRICA,Standing,14,1.8 m [6'] shark,F,1.8 m [6'] shark
4184,1957,SOUTH AFRICA,Floating,23,>3 m [10'] shark,M,>3 m [10'] shark
4194,1957,USA,Swimming,57,White shark,M,White shark
4195,1957,AUSTRALIA,Diving for trochus,36,9' shark,M,9' shark
4197,1957,AUSTRALIA,Competing in spearfishing championship & towing dead fish,28,4.6 m [15'] shark,M,4.6 m [15'] shark
4200,1957,USA,Swimming,25,White shark,M,White shark
4201,1957,AUSTRALIA,Surfing,15,Wobbegong shark?,M,Wobbegong shark?
4202,1957,USA,Standing,17,4 m [13'] shark,M,4 m [13'] shark
4203,1957,AUSTRALIA,Swimming between  anchored  pearling luggers,22,Shark seen feeding on turtle scraps thrown overboard prior to incident.,M,Shark seen feeding on turtle scraps thrown overboard prior to incident.
4222,1956,PAPUA NEW GUINEA,Spearfishing,19,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut,M,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut
4225,1956,NEW ZEALAND,Fishing,70,"Mako shark, 125-lb ",M,"Mako shark, 125-lb "
4226,1956,SOUTH AFRICA,Free diving for sinkers,29,"White shark, according to witnesses",M,"White shark, according to witnesses"
4228,1956,SENEGAL,"Skindiving, fish at belt",19,Lemon shark,M,Lemon shark
4230,1956,USA,Surf fishing,27,a sand shark,M,a sand shark
4234,1956,PAPUA NEW GUINEA,Fishing ,34,4.3 m [14'] shark,M,4.3 m [14'] shark
4238,1956,USA,Swimming near pier,10,"White shark, 2.7 m [9'] ",M,"White shark, 2.7 m [9'] "
4246,1956,USA,Fishing,38,8-lb shark,M,8-lb shark
